id,chain,host,location,year,subtype
BAN79067,A,avian,Vietnam,2013,H5N1
BAN81923,A,avian,Vietnam,2013,H5N1
BAO10666,A,avian,Chiba,2007,H9N2
BAO56967,A,avian,Vietnam,2013,H3N6
BAO74193,A,avian,kumamoto,2014,H5N8
CAA24271,A,avian,Ukraine,1963,H3N8
CAA24272,A,,Puerto Rico,1934,H1N1
CAA29337,A,,England,1977,H3N2
CAA78263,A,avian,,1927,H7N7
CAA91080,A,,Mongolia,1985,H1N1
CAA91081,A,,Mongolia,1988,H1N1
CAB95856,A,,Hong Kong,1999,H9N2
CAB95857,A,,Hong Kong,1999,H9N2
CAC18524,A,,Fiji,1983,
CAC81018,A,swine,Potsdam,1982,H3N2
CAC86610,A,swine,Cotes d'Armor,1999,H1N1
CAD20336,A,avian,Hong Kong,1999,H3N8
CAP45718,A,avian,Slovenia,2006,H5N1
CAP49183,A,swine,Germany,1995,H1N1
CAP49192,A,swine,Germany,2000,H1N2
CCD31011,A,swine,La Habana,2010,H1N1
CCH23216,A,avian,Netherlands,1999,H1N1
CCH23221,A,avian,Germany,1995,H9N2
CCQ71947,A,swine,Spain,2007,H1N1
CCQ71983,A,swine,Spain,2007,H1N2
CDJ79889,A,,Luxembourg,2005,H3N2
